fullvisitorid,channelgrouping,time,country,city,totaltransactionrevenue,transactions,timeonsite,pageviews,sessionqualitydim,date,visitid,type,productquantity,productprice,productsku,v2productname,v2productcategory,productvariant,currencycode,transactionrevenue,transactionid,pagetitle,searchkeyword,pagepathlevel1,ecommerceaction_type,ecommerceaction_step,ecommerceaction_option
3.49E+17,Organic Search,5105,United States,Mountain View,71190000,1,5105,13,NULL,2017-05-12,1494618681,PAGE,NULL,56,GGOEGAAX0361,Android Women's Fleece Hoodie,Home/Apparel/Women's/Women's-Outerwear/,(not set),USD,NULL,NULL,Women's Outerwear | Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
6.65E+18,Organic Search,0,United States,not available in demo dataset,NULL,NULL,0,1,NULL,2017-06-05,1496686413,PAGE,NULL,17,GGOEWCKQ085457,Waze Pack of 9 Decal Set,Home/Accessories/Stickers/,(not set),USD,NULL,NULL,Stickers | Accessories | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
4.37E+18,Referral,103863,United States,San Francisco,12190000,1,103863,18,NULL,2017-05-25,1495753948,PAGE,NULL,4,GGOEAKDH019899,Windup Android,Home/Accessories/Fun/,(not set),USD,NULL,NULL,Fun | Accessories | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
5.64E+18,Organic Search,0,Canada,not available in demo dataset,NULL,NULL,0,2,1,2017-07-09,1499611025,PAGE,NULL,30,GGOEGAAX0351,YouTube Men's Vintage Henley,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,NULL,NULL,Men's T-Shirts | Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
7.52E+18,Referral,0,United States,Seattle,NULL,NULL,0,2,2,2017-07-26,1501103624,PAGE,NULL,249,GGOENEBJ079499,Nest® Learning Thermostat 3rd Gen-USA - Stainless Steel,Home/Nest/Nest-USA/,(not set),USD,NULL,NULL,Nest-USA,NULL,/google+redesign/,0,1,NULL
3.77E+18,Referral,809212,United States,Sunnyvale,22990000,1,809212,15,NULL,2017-05-22,1495462087,PAGE,NULL,24,GGOEGAAX0352,Android Men's Vintage Henley,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,NULL,NULL,Men's T-Shirts | Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
1.86E+18,Organic Search,157265,United States,New York,81960000,1,157265,17,NULL,2017-05-01,1493668365,PAGE,NULL,22,GGOEGAAX0591,Google Men's Short Sleeve Performance Badge Tee Pewter,Home/Apparel/Men's/Men's-Performance Wear/,(not set),USD,NULL,NULL,Men's Performance Wear | Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
3.53E+18,Paid Search,86834,United States,Los Angeles,NULL,NULL,86834,10,NULL,2017-06-15,1497567572,PAGE,NULL,30,GGOEGAAX0353,Google Vintage Henley Grey/Black,Home/Apparel/Men's/,(not set),USD,NULL,NULL,Men's Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
5.57E+18,Organic Search,577413,United States,not available in demo dataset,63970000,1,577413,19,NULL,2017-07-02,1499007891,PAGE,NULL,5,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,Home/Drinkware/,(not set),USD,NULL,NULL,Drinkware | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
9.16E+18,Paid Search,164437,United States,not available in demo dataset,NULL,NULL,164437,12,6,2017-07-08,1499561516,PAGE,NULL,4,GGOEGFAQ016699,Bottle Opener Clip,Home/Drinkware/,(not set),USD,NULL,NULL,Drinkware | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
3.20E+18,Organic Search,0,Ukraine,not available in demo dataset,NULL,NULL,0,1,NULL,2017-06-04,1496581399,PAGE,NULL,2,GGOEYFKQ020699,YouTube Custom Decals,Home/Shop by Brand/YouTube/,(not set),USD,NULL,NULL,YouTube | Shop by Brand | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
1.73E+17,Organic Search,65674,United States,New York,NULL,NULL,65674,3,1,2017-07-24,1500900013,PAGE,NULL,19,GGOEGAAX0296,YouTube Women's Short Sleeve Tri-blend Badge Tee Grey,Home/Shop by Brand/YouTube/,(not set),NULL,NULL,NULL,YouTube | Shop by Brand | Google Merchandise Store,NULL,/google+redesign/,2,1,NULL
3.45E+18,Organic Search,540860,United States,not available in demo dataset,NULL,NULL,540860,7,3,2017-07-08,1499559580,PAGE,NULL,11,GGOEGHPB071610,Google Twill Cap,Home/Apparel/Headgear/,(not set),USD,NULL,NULL,Headgear | Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
9.48E+18,Organic Search,0,Thailand,Bangkok,NULL,NULL,0,1,1,2017-07-31,1501564428,PAGE,NULL,30,GGOEGAAX0351,YouTube Men's Vintage Henley,Home/Shop by Brand/YouTube/,(not set),USD,NULL,NULL,YouTube | Shop by Brand | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
6.26E+18,Direct,0,Oman,not available in demo dataset,NULL,NULL,0,1,1,2017-07-30,1501473526,PAGE,NULL,15,GGOEYOCR077799,YouTube Hard Cover Journal,Home/Shop by Brand/YouTube/,(not set),USD,NULL,NULL,YouTube | Shop by Brand | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
7.73E+18,Organic Search,34558,Germany,not available in demo dataset,NULL,NULL,34558,3,1,2017-07-31,1501525308,PAGE,NULL,12,GGOEGCNB021099,Seat Pack Organizer,Home/Accessories/Fun/,(not set),USD,NULL,NULL,Fun | Accessories | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
6.22E+18,Direct,0,United States,Mountain View,35990000,1,0,14,NULL,2017-06-09,1497025570,PAGE,NULL,17,GGOEGAAX0625,Android Infant Short Sleeve Tee Pewter,Home/Apparel/Kid's/Kid's-Infant/,(not set),USD,NULL,NULL,Infant | Kids' Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
2.10E+18,Direct,29701,United States,San Francisco,115520000,1,29701,15,NULL,2017-06-23,1498252156,PAGE,NULL,16,GGOEGAAX0366,Google Women's Scoop Neck Tee White,Home/Apparel/Women's/Women's-T-Shirts/,(not set),USD,NULL,NULL,Women's T-Shirts | Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
6.58E+18,Paid Search,369023,United States,not available in demo dataset,NULL,NULL,369023,9,NULL,2017-06-24,1498362005,PAGE,NULL,22,GGOEGCMB020932,Suitcase Organizer Cubes,Home/Accessories/,(not set),USD,NULL,NULL,Accessories | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
4.76E+17,Organic Search,44750,United States,not available in demo dataset,NULL,NULL,44750,6,NULL,2017-05-17,1495070926,PAGE,NULL,60,GGOEGEHQ024099,Clip-on Compact Charger,Home/Electronics/,(not set),USD,NULL,NULL,Electronics | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
1.21E+18,Referral,0,United States,Mountain View,NULL,NULL,0,8,NULL,2017-05-22,1495487379,PAGE,NULL,199,GGOENEBB078899,Nest® Cam Indoor Security Camera - USA,Home/Nest/Nest-USA/,(not set),USD,NULL,NULL,Nest-USA,NULL,/google+redesign/,0,1,NULL
3.72E+18,Direct,0,France,not available in demo dataset,NULL,NULL,0,1,NULL,2017-05-27,1495881268,PAGE,NULL,22,GGOEGCMB020932,Suitcase Organizer Cubes,Home/Bags/,(not set),USD,NULL,NULL,Bags | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
5.04E+18,Referral,196508,United States,Palo Alto,151000000,1,196508,11,72,2017-07-25,1501014103,PAGE,NULL,149,GGOENEBQ084699,Nest® Learning Thermostat 3rd Gen-USA - White,Nest-USA,Single Option Only,USD,NULL,NULL,Checkout Review,NULL,/revieworder.html,5,3,Review
9.38E+17,Referral,77026,United States,not available in demo dataset,324000000,1,77026,14,NULL,2017-06-05,1496684037,EVENT,1,79,GGOENEBQ079199,Nest® Protect Smoke + CO White Wired Alarm-USA,Home/Nest/Nest-USA/,(not set),USD,NULL,NULL,Nest-USA,NULL,/google+redesign/,3,1,NULL
4.51E+18,Organic Search,99096,United States,not available in demo dataset,NULL,NULL,99096,14,NULL,2017-06-04,1496630573,PAGE,NULL,3,GGOEGFKQ020399,Google Laptop and Cell Phone Stickers,Home/Shop by Brand/,(not set),USD,NULL,NULL,Shop by Brand | Google Merchandise Store,NULL,/store.html,0,1,NULL
5.26E+18,Organic Search,58180,United Kingdom,not available in demo dataset,NULL,NULL,58180,5,1,2017-07-12,1499851050,PAGE,NULL,5,GGOEGBFC018799,Electronics Accessory Pouch,Home/Electronics/,(not set),USD,NULL,NULL,Electronics | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
5.47E+18,Referral,211010,United States,Santa Clara,NULL,NULL,211010,7,NULL,2017-06-20,1498020344,PAGE,NULL,5,GGOEGOAA017199,Rubber Grip Ballpoint Pen 4 Pack,Home/Office/,(not set),USD,NULL,NULL,Office | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
1.97E+18,Organic Search,0,United Kingdom,not available in demo dataset,NULL,NULL,0,2,NULL,2017-06-02,1496425988,PAGE,NULL,35,GGOEGAAX0334,Android Men's Long Sleeve Badge Crew Tee Heather,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,NULL,NULL,Men's T-Shirts | Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
4.68E+17,Referral,79434,United States,Mountain View,NULL,NULL,79434,5,2,2017-08-01,1501636565,PAGE,NULL,119,GGOENEBB078899,Nest® Cam Indoor Security Camera - USA,Home/Nest/Nest-USA/,(not set),USD,NULL,NULL,Nest-USA,NULL,/google+redesign/,0,1,NULL
7.89E+18,Organic Search,257531,United States,San Francisco,NULL,NULL,257531,5,1,2017-07-30,1501447628,PAGE,NULL,55,GGOEGAAX0579,Google Women's Short Sleeve Performance Tee Charcoal,Home/Apparel/Women's/Women's-Performance Wear/,(not set),USD,NULL,NULL,Women's Performance Wear | Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
5.35E+18,Organic Search,51716,United States,not available in demo dataset,NULL,NULL,51716,7,1,2017-07-08,1499569368,PAGE,NULL,75,GGOEGAAX0595,Google Men's Microfiber 1/4 Zip Pullover Blue/Indigo,Home/Apparel/Men's/Men's-Outerwear/,(not set),USD,NULL,NULL,Men's Outerwear | Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
8.78E+18,Referral,102177,United States,Seattle,358000000,1,102177,15,69,2017-07-14,1500066377,EVENT,1,119,GGOENEBB078899,Nest® Cam Indoor Security Camera - USA,Home/Nest/Nest-USA/,(not set),USD,NULL,NULL,Nest-USA,NULL,/google+redesign/,3,1,NULL
6.57E+18,Referral,451731,United States,Chicago,306000000,1,451731,10,NULL,2017-06-09,1497055585,PAGE,NULL,298,GGOENEBJ079499,Nest® Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,Single Option Only,USD,NULL,NULL,Payment Method,NULL,/payment.html,5,2,Payment
1.18E+17,Organic Search,0,Australia,Sydney,NULL,NULL,0,1,NULL,2017-06-21,1498042023,PAGE,NULL,56,GGOEGAAX0358,Google Men's  Zip Hoodie,Home/Apparel/Men's/Men's-Outerwear/,(not set),USD,NULL,NULL,Men's Outerwear | Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
1.59E+18,Organic Search,106370,Poland,Warsaw,NULL,NULL,106370,5,NULL,2017-06-24,1498296748,PAGE,NULL,3,GGOEGFKQ020399,Google Laptop and Cell Phone Stickers,Home/Office/,(not set),USD,NULL,NULL,Office | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
8.79E+18,Organic Search,0,Japan,not available in demo dataset,NULL,NULL,0,2,NULL,2017-06-11,1497186379,PAGE,NULL,21,GGOEGAAX0356,YouTube Men's Vintage Tank,Home/Apparel/Men's/,(not set),USD,NULL,NULL,Men's Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
5.55E+17,Referral,37565,United States,Mountain View,NULL,NULL,37565,3,NULL,2017-06-14,1497485981,PAGE,NULL,2,GGOEGOFH020299,Galaxy Screen Cleaning Cloth,Home/Office/Office Other/,(not set),USD,NULL,NULL,Other | Office | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
2.35E+18,Direct,0,India,not available in demo dataset,NULL,NULL,0,1,1,2017-07-31,1501495643,PAGE,NULL,19,GGOEGAAX0290,YouTube Women's Short Sleeve Hero Tee Charcoal,Home/Shop by Brand/YouTube/,(not set),USD,NULL,NULL,YouTube | Shop by Brand | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
2.24E+18,Referral,7710,Singapore,not available in demo dataset,NULL,NULL,7710,2,1,2017-07-27,1501145052,PAGE,NULL,5,GGOEGCBB074399,Google Device Holder Sticky Pad,Home/Electronics/,(not set),USD,NULL,NULL,Electronics | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
5.43E+18,Organic Search,81326,(not set),not available in demo dataset,NULL,NULL,81326,2,1,2017-07-25,1500994522,PAGE,NULL,40,GGOEGAAX0313,Google Tri-blend Hoodie Grey,Home/Apparel/Men's/Men's-Outerwear/,(not set),USD,NULL,NULL,Men's Outerwear | Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
2.33E+18,Organic Search,0,Peru,not available in demo dataset,NULL,NULL,0,1,NULL,2017-06-29,1498792077,PAGE,NULL,5,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,Home/Shop by Brand/YouTube/,(not set),USD,NULL,NULL,YouTube | Shop by Brand | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
3.27E+18,Display,51343,United States,Seattle,NULL,NULL,51343,4,1,2017-07-27,1501182607,PAGE,NULL,2,GGOEGOFH020299,Galaxy Screen Cleaning Cloth,Home/Accessories/,(not set),USD,NULL,NULL,Accessories | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
9.06E+18,Organic Search,0,Canada,not available in demo dataset,NULL,NULL,0,1,1,2017-07-04,1499225367,PAGE,NULL,60,GGOEGEHQ024099,Clip-on Compact Charger,Home/Electronics/,(not set),USD,NULL,NULL,Electronics | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
6.98E+18,Organic Search,0,United States,New York,NULL,NULL,0,1,1,2017-07-17,1500317508,PAGE,NULL,30,GGOEGAAX0352,Android Men's Vintage Henley,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,NULL,NULL,Men's T-Shirts | Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
7.59E+18,Referral,186427,United States,Austin,NULL,NULL,186427,3,1,2017-08-01,1501598662,PAGE,NULL,19,GGOEGAAX0341,Google Women's Vintage Hero Tee Black,Home/Apparel/Women's/Women's-T-Shirts/,(not set),USD,NULL,NULL,Women's T-Shirts | Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
3.72E+18,Organic Search,126350,United Kingdom,not available in demo dataset,NULL,NULL,126350,3,NULL,2017-07-02,1499033934,PAGE,NULL,17,GGOEGAAX0104,Google Men's 100% Cotton Short Sleeve Hero Tee White,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,NULL,NULL,Men's T-Shirts | Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
4.81E+18,Organic Search,0,United States,not available in demo dataset,NULL,NULL,0,1,1,2017-07-28,1501279199,PAGE,NULL,15,GGOEGBPB021199,Google Slim Utility Travel Bag,Home/Bags/,(not set),USD,NULL,NULL,Bags | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
3.06E+18,Organic Search,0,Pakistan,not available in demo dataset,NULL,NULL,0,1,NULL,2017-05-05,1494018801,PAGE,NULL,5,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,Home/Shop by Brand/YouTube/,(not set),USD,NULL,NULL,YouTube | Shop by Brand | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
3.49E+15,Organic Search,0,United States,Houston,NULL,NULL,0,1,1,2017-07-28,1501285178,PAGE,NULL,2,GGOEYFKQ020699,YouTube Custom Decals,Home/Shop by Brand/YouTube/,(not set),USD,NULL,NULL,YouTube | Shop by Brand | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
5.87E+18,Organic Search,0,Russia,not available in demo dataset,NULL,NULL,0,1,NULL,2017-05-12,1494580492,PAGE,NULL,30,GGOEGAAX0351,YouTube Men's Vintage Henley,Home/Shop by Brand/YouTube/,(not set),USD,NULL,NULL,YouTube | Shop by Brand | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
2.75E+18,Organic Search,135162,United Kingdom,not available in demo dataset,NULL,NULL,135162,5,NULL,2017-05-27,1495939609,PAGE,NULL,19,GGOEGAAX0338,Google Men's Vintage Badge Tee Black,Home/Apparel/Men's/,(not set),USD,NULL,NULL,Men's Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
1.30E+17,Organic Search,51965,United States,San Jose,NULL,NULL,51965,5,NULL,2017-05-29,1496096401,PAGE,NULL,9,GGOEAOBH078799,Android Luggage Tag,Home/Accessories/Housewares/,(not set),USD,NULL,NULL,Housewares | Accessories | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
3.87E+18,Referral,9286,United States,Mountain View,NULL,NULL,9286,3,NULL,2017-05-19,1495232612,PAGE,NULL,19,GGOEGAAX0342,Google Women's Vintage Hero Tee White,Home/Apparel/Women's/,(not set),USD,NULL,NULL,Women's Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
8.45E+18,Organic Search,0,United States,Los Angeles,NULL,NULL,0,1,1,2017-08-01,1501651467,PAGE,NULL,20,GGOEAXXX0808,Android Men's Engineer Short Sleeve Tee Charcoal,Home/Apparel/Men's/,(not set),USD,NULL,NULL,Men's Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
8.75E+17,Paid Search,24300,United States,New York,NULL,NULL,24300,6,2,2017-07-20,1500560785,PAGE,NULL,13,GGOEGESQ016799,Plastic Sliding Flashlight,Home/Electronics/,(not set),USD,NULL,NULL,Electronics | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
6.20E+18,Referral,72937,United States,Chicago,NULL,NULL,72937,6,NULL,2017-06-21,1498059748,PAGE,NULL,0,9184734,Nest® Learning Thermostat 3rd Gen-USA - Copper,(not set),(not set),USD,NULL,NULL,Women's YouTube Short Sleeve Hero Tee Black,NULL,/google+redesign/,0,1,NULL
7.69E+18,Organic Search,0,United States,Chicago,NULL,NULL,0,1,NULL,2017-06-22,1498198867,PAGE,NULL,19,GGOEGAAX0325,YouTube Men's Short Sleeve Hero Tee Charcoal,Home/Shop by Brand/YouTube/,(not set),USD,NULL,NULL,YouTube | Shop by Brand | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
7.70E+17,Direct,18694,Philippines,not available in demo dataset,NULL,NULL,18694,2,NULL,2017-05-21,1495388340,PAGE,NULL,40,GGOEGEVA022399,Micro Wireless Earbud,Home/Electronics/,(not set),USD,NULL,NULL,Electronics | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
5.67E+18,Direct,21221,United States,San Francisco,NULL,NULL,21221,2,NULL,2017-05-17,1495034795,PAGE,NULL,24,GGOEGAAX0610,Google Onesie Red/Graphite,Home/Apparel/Kid's/Kid's-Infant/,(not set),USD,NULL,NULL,Infant | Kids' Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
2.09E+18,Organic Search,0,Australia,not available in demo dataset,NULL,NULL,0,1,NULL,2017-06-30,1498885850,PAGE,NULL,15,GGOEYOCR077799,YouTube Hard Cover Journal,Home/Shop by Brand/YouTube/,(not set),USD,NULL,NULL,YouTube | Shop by Brand | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
5.98E+18,Organic Search,19753,India,Bengaluru,NULL,NULL,19753,3,NULL,2017-06-10,1497084093,PAGE,NULL,17,GGOEGAAX0104,Google Men's 100% Cotton Short Sleeve Hero Tee White,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,NULL,NULL,Men's T-Shirts | Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
7.29E+18,Direct,236007,United States,Los Angeles,NULL,NULL,236007,2,NULL,2017-05-21,1495428380,PAGE,NULL,17,GGOEGAAX0104,Google Men's 100% Cotton Short Sleeve Hero Tee White,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,NULL,NULL,Men's T-Shirts | Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
5.60E+18,Organic Search,0,United States,not available in demo dataset,NULL,NULL,0,6,NULL,2017-06-14,1497454865,PAGE,NULL,21,GGOEGAAX0356,YouTube Men's Vintage Tank,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,NULL,NULL,Men's T-Shirts | Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
7.65E+17,Organic Search,346395,Indonesia,Jakarta,NULL,NULL,346395,7,NULL,2017-06-01,1496332677,PAGE,NULL,4,GGOEAKDH019899,Windup Android,Home/Shop by Brand/Android/,(not set),USD,NULL,NULL,Android | Shop by Brand | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
9.48E+18,Organic Search,194464,United States,Sunnyvale,NULL,NULL,194464,4,NULL,2017-06-12,1497319458,PAGE,NULL,19,GGOEGAAX0339,Google Men's Vintage Badge Tee White,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,NULL,NULL,Men's T-Shirts | Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
9.70E+18,Direct,0,Mexico,Mexico City,NULL,NULL,0,1,1,2017-07-21,1500698286,PAGE,NULL,60,GGOEGESB015199,Google Flashlight,Home/Electronics/,(not set),USD,NULL,NULL,Electronics | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
3.63E+18,Organic Search,0,United Kingdom,not available in demo dataset,NULL,NULL,0,1,NULL,2017-06-15,1497526562,PAGE,NULL,15,GGOEYOCR077799,YouTube Hard Cover Journal,Home/Shop by Brand/YouTube/,(not set),USD,NULL,NULL,YouTube | Shop by Brand | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
3.66E+18,Organic Search,805977,United States,Palo Alto,NULL,NULL,805977,20,NULL,2017-05-16,1494994870,PAGE,NULL,24,GGOEGAAX0364,Google Women's Tee Grey,Home/Apparel/Women's/,(not set),USD,NULL,NULL,Women's Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
1.92E+18,Organic Search,0,Italy,not available in demo dataset,NULL,NULL,0,1,NULL,2017-06-03,1496511630,PAGE,NULL,21,GGOEGAAX0356,YouTube Men's Vintage Tank,Home/Shop by Brand/YouTube/,(not set),USD,NULL,NULL,YouTube | Shop by Brand | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
7.29E+18,Referral,46757,United States,Cambridge,NULL,NULL,46757,4,NULL,2017-05-04,1493912741,PAGE,NULL,100,GGOEGBRJ037299,Google Alpine Style Backpack,Home/Bags/,(not set),USD,NULL,NULL,Bags | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
8.44E+18,Organic Search,0,Argentina,not available in demo dataset,NULL,NULL,0,1,NULL,2017-06-27,1498601253,PAGE,NULL,19,GGOEGAAX0325,YouTube Men's Short Sleeve Hero Tee Charcoal,Home/Shop by Brand/YouTube/,(not set),USD,NULL,NULL,YouTube | Shop by Brand | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
3.43E+18,Organic Search,0,United Kingdom,not available in demo dataset,NULL,NULL,0,3,1,2017-07-12,1499862086,PAGE,NULL,23,GGOEGESB015099,Basecamp Explorer Powerbank Flashlight,Home/Accessories/,(not set),USD,NULL,NULL,Accessories | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
